Group.1,EAD,Bal,ALLL,FAS114_Reserve,OrigRR,LGD,RemMat,EIR,Commit_Ind,Rating,FAS114_ind,Segment,Product,Amort_Type,IFRS9_Ind,Revol_Ind,Fee_Ind,LOB,CurRR,Prepayment
201,1000000,1000000,7997.133024,0,11,0.36,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
202,1000000,1000000,7997.133024,0,11,0.10,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
203,1000000,1000000,7997.133024,0,11,0.58,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
204,1000000,1000000,7997.133024,0,11,0.78,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
205,1000000,1000000,7997.133024,0,11,0.76,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
206,1000000,1000000,7997.133024,0,11,0.63,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
207,1000000,1000000,7997.133024,0,11,0.67,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
208,1000000,1000000,7997.133024,0,11,0.70,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
209,1000000,1000000,7997.133024,0,11,0.74,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
210,1000000,1000000,7997.133024,0,11,0.10,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
211,1000000,1000000,7997.133024,0,11,0.71,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
212,1000000,1000000,7997.133024,0,11,0.48,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
213,1000000,1000000,7997.133024,0,11,0.64,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
214,1000000,1000000,7997.133024,0,11,0.34,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
215,1000000,1000000,7997.133024,0,11,0.53,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
216,1000000,1000000,7997.133024,0,11,0.19,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
217,1000000,1000000,7997.133024,0,11,0.51,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
218,1000000,1000000,7997.133024,0,11,0.15,20,0.046134319,0,5,0,NCy_US,C&I,StraightLine,0,1,0,CB,5,0
219,1000000,1000000,7997.133024,0,11,0.31,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
220,1000000,1000000,7997.133024,0,11,0.13,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
221,1000000,1000000,7997.133024,0,11,0.05,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
222,1000000,1000000,7997.133024,0,11,0.11,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
223,1000000,1000000,7997.133024,0,11,0.71,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
224,1000000,1000000,7997.133024,0,11,0.79,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
225,1000000,1000000,7997.133024,0,11,0.66,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
226,1000000,1000000,7997.133024,0,11,0.39,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
227,1000000,1000000,7997.133024,0,11,0.39,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
228,1000000,1000000,7997.133024,0,11,0.59,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
229,1000000,1000000,7997.133024,0,11,0.20,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
230,1000000,1000000,7997.133024,0,11,0.58,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
231,1000000,1000000,7997.133024,0,11,0.20,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
232,1000000,1000000,7997.133024,0,11,0.71,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
233,1000000,1000000,7997.133024,0,11,0.06,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
234,1000000,1000000,7997.133024,0,11,0.26,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
235,1000000,1000000,7997.133024,0,11,0.36,20,0.046134319,0,5,0,NCy_US,C&I,StraightLine,0,1,0,CB,5,0
236,1000000,1000000,7997.133024,0,11,0.62,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
237,1000000,1000000,7997.133024,0,11,0.08,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
238,1000000,1000000,7997.133024,0,11,0.16,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
239,1000000,1000000,7997.133024,0,11,0.26,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
240,1000000,1000000,7997.133024,0,11,0.72,20,0.046134319,0,5,0,NCy_US,C&I,StraightLine,0,1,0,CB,5,0
241,1000000,1000000,7997.133024,0,11,0.12,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
242,1000000,1000000,7997.133024,0,11,0.80,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
243,1000000,1000000,7997.133024,0,11,0.48,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
244,1000000,1000000,7997.133024,0,11,0.80,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
245,1000000,1000000,7997.133024,0,11,0.60,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
246,1000000,1000000,7997.133024,0,11,0.78,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
247,1000000,1000000,7997.133024,0,11,0.55,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
248,1000000,1000000,7997.133024,0,11,0.38,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
249,1000000,1000000,7997.133024,0,11,0.29,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
250,1000000,1000000,7997.133024,0,11,0.59,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
251,1000000,1000000,7997.133024,0,11,0.42,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
252,1000000,1000000,7997.133024,0,11,0.72,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
253,1000000,1000000,7997.133024,0,11,0.73,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
254,1000000,1000000,7997.133024,0,11,0.56,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
255,1000000,1000000,7997.133024,0,11,0.08,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
256,1000000,1000000,7997.133024,0,11,0.12,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
257,1000000,1000000,7997.133024,0,11,0.23,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
258,1000000,1000000,7997.133024,0,11,0.32,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
259,1000000,1000000,7997.133024,0,11,0.30,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
260,1000000,1000000,7997.133024,0,11,0.49,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
261,1000000,1000000,7997.133024,0,11,0.41,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
262,1000000,1000000,7997.133024,0,11,0.55,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
263,1000000,1000000,7997.133024,0,11,0.45,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
264,1000000,1000000,7997.133024,0,11,0.22,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
265,1000000,1000000,7997.133024,0,11,0.29,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
266,1000000,1000000,7997.133024,0,11,0.42,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
267,1000000,1000000,7997.133024,0,11,0.23,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
268,1000000,1000000,7997.133024,0,11,0.68,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
269,1000000,1000000,7997.133024,0,11,0.77,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
270,1000000,1000000,7997.133024,0,11,0.26,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
271,1000000,1000000,7997.133024,0,11,0.11,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
272,1000000,1000000,7997.133024,0,11,0.47,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
273,1000000,1000000,7997.133024,0,11,0.61,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
274,1000000,1000000,7997.133024,0,11,0.29,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
275,1000000,1000000,7997.133024,0,11,0.28,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
276,1000000,1000000,7997.133024,0,11,0.09,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
277,1000000,1000000,7997.133024,0,11,0.38,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
278,1000000,1000000,7997.133024,0,11,0.18,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
279,1000000,1000000,7997.133024,0,11,0.68,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
280,1000000,1000000,7997.133024,0,11,0.44,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
281,1000000,1000000,7997.133024,0,11,0.10,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
282,1000000,1000000,7997.133024,0,11,0.18,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
283,1000000,1000000,7997.133024,0,11,0.57,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
284,1000000,1000000,7997.133024,0,11,0.41,20,0.046134319,0,5,0,NCy_US,C&I,StraightLine,0,1,0,CB,5,0
285,1000000,1000000,7997.133024,0,11,0.11,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
286,1000000,1000000,7997.133024,0,11,0.45,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
287,1000000,1000000,7997.133024,0,11,0.33,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
288,1000000,1000000,7997.133024,0,11,0.58,20,0.046134319,0,5,0,Oil_US,C&I,StraightLine,0,1,0,CB,5,0
289,1000000,1000000,7997.133024,0,11,0.73,20,0.046134319,0,5,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,5,0
290,1000000,1000000,7997.133024,0,11,0.49,20,0.046134319,0,5,0,Fin_US,C&I,StraightLine,0,1,0,CB,5,0
291,1000000,1000000,7997.133024,0,11,0.22,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
292,1000000,1000000,7997.133024,0,11,0.56,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
293,1000000,1000000,7997.133024,0,11,0.09,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
294,1000000,1000000,7997.133024,0,11,0.07,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
295,1000000,1000000,7997.133024,0,11,0.61,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
296,1000000,1000000,7997.133024,0,11,0.19,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
297,1000000,1000000,7997.133024,0,11,0.23,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
298,1000000,1000000,7997.133024,0,11,0.33,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
299,1000000,1000000,7997.133024,0,11,0.17,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
300,1000000,1000000,7997.133024,0,11,0.14,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
301,1000000,1000000,7997.133024,0,11,0.51,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
302,1000000,1000000,7997.133024,0,11,0.45,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
303,1000000,1000000,7997.133024,0,11,0.55,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
304,1000000,1000000,7997.133024,0,11,0.68,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
305,1000000,1000000,7997.133024,0,11,0.69,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
306,1000000,1000000,7997.133024,0,11,0.25,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
307,1000000,1000000,7997.133024,0,11,0.19,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
308,1000000,1000000,7997.133024,0,11,0.72,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
309,1000000,1000000,7997.133024,0,11,0.36,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
310,1000000,1000000,7997.133024,0,11,0.05,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
311,1000000,1000000,7997.133024,0,11,0.25,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
312,1000000,1000000,7997.133024,0,11,0.69,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
313,1000000,1000000,7997.133024,0,11,0.76,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
314,1000000,1000000,7997.133024,0,11,0.75,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
315,1000000,1000000,7997.133024,0,11,0.26,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
316,1000000,1000000,7997.133024,0,11,0.67,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
317,1000000,1000000,7997.133024,0,11,0.63,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
318,1000000,1000000,7997.133024,0,11,0.42,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
319,1000000,1000000,7997.133024,0,11,0.06,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
320,1000000,1000000,7997.133024,0,11,0.65,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
321,1000000,1000000,7997.133024,0,11,0.51,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
322,1000000,1000000,7997.133024,0,11,0.60,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
323,1000000,1000000,7997.133024,0,11,0.22,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
324,1000000,1000000,7997.133024,0,11,0.08,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
325,1000000,1000000,7997.133024,0,11,0.34,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
326,1000000,1000000,7997.133024,0,11,0.43,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
327,1000000,1000000,7997.133024,0,11,0.13,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
328,1000000,1000000,7997.133024,0,11,0.23,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
329,1000000,1000000,7997.133024,0,11,0.11,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
330,1000000,1000000,7997.133024,0,11,0.24,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
331,1000000,1000000,7997.133024,0,11,0.13,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
332,1000000,1000000,7997.133024,0,11,0.77,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
333,1000000,1000000,7997.133024,0,11,0.35,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
334,1000000,1000000,7997.133024,0,11,0.56,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
335,1000000,1000000,7997.133024,0,11,0.05,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
336,1000000,1000000,7997.133024,0,11,0.54,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
337,1000000,1000000,7997.133024,0,11,0.51,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
338,1000000,1000000,7997.133024,0,11,0.36,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
339,1000000,1000000,7997.133024,0,11,0.35,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
340,1000000,1000000,7997.133024,0,11,0.58,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
341,1000000,1000000,7997.133024,0,11,0.34,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
342,1000000,1000000,7997.133024,0,11,0.77,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
343,1000000,1000000,7997.133024,0,11,0.52,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
344,1000000,1000000,7997.133024,0,11,0.25,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
345,1000000,1000000,7997.133024,0,11,0.38,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
346,1000000,1000000,7997.133024,0,11,0.63,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
347,1000000,1000000,7997.133024,0,11,0.74,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
348,1000000,1000000,7997.133024,0,11,0.26,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
349,1000000,1000000,7997.133024,0,11,0.67,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
350,1000000,1000000,7997.133024,0,11,0.55,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
351,1000000,1000000,7997.133024,0,11,0.53,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
352,1000000,1000000,7997.133024,0,11,0.37,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
353,1000000,1000000,7997.133024,0,11,0.70,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
354,1000000,1000000,7997.133024,0,11,0.62,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
355,1000000,1000000,7997.133024,0,11,0.46,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
356,1000000,1000000,7997.133024,0,11,0.29,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
357,1000000,1000000,7997.133024,0,11,0.64,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
358,1000000,1000000,7997.133024,0,11,0.52,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
359,1000000,1000000,7997.133024,0,11,0.75,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
360,1000000,1000000,7997.133024,0,11,0.71,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
361,1000000,1000000,7997.133024,0,11,0.66,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
362,1000000,1000000,7997.133024,0,11,0.78,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
363,1000000,1000000,7997.133024,0,11,0.22,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
364,1000000,1000000,7997.133024,0,11,0.35,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
365,1000000,1000000,7997.133024,0,11,0.77,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
366,1000000,1000000,7997.133024,0,11,0.64,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
367,1000000,1000000,7997.133024,0,11,0.20,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
368,1000000,1000000,7997.133024,0,11,0.66,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
369,1000000,1000000,7997.133024,0,11,0.75,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
370,1000000,1000000,7997.133024,0,11,0.21,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
371,1000000,1000000,7997.133024,0,11,0.35,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
372,1000000,1000000,7997.133024,0,11,0.70,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
373,1000000,1000000,7997.133024,0,11,0.53,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
374,1000000,1000000,7997.133024,0,11,0.10,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
375,1000000,1000000,7997.133024,0,11,0.60,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
376,1000000,1000000,7997.133024,0,11,0.12,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
377,1000000,1000000,7997.133024,0,11,0.15,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
378,1000000,1000000,7997.133024,0,11,0.64,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
379,1000000,1000000,7997.133024,0,11,0.80,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
380,1000000,1000000,7997.133024,0,11,0.69,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
381,1000000,1000000,7997.133024,0,11,0.53,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
382,1000000,1000000,7997.133024,0,11,0.68,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
383,1000000,1000000,7997.133024,0,11,0.46,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
384,1000000,1000000,7997.133024,0,11,0.41,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
385,1000000,1000000,7997.133024,0,11,0.46,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
386,1000000,1000000,7997.133024,0,11,0.38,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
387,1000000,1000000,7997.133024,0,11,0.79,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
388,1000000,1000000,7997.133024,0,11,0.08,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
389,1000000,1000000,7997.133024,0,11,0.54,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
390,1000000,1000000,7997.133024,0,11,0.52,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
391,1000000,1000000,7997.133024,0,11,0.30,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
392,1000000,1000000,7997.133024,0,11,0.10,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
393,1000000,1000000,7997.133024,0,11,0.80,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
394,1000000,1000000,7997.133024,0,11,0.49,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
395,1000000,1000000,7997.133024,0,11,0.34,20,0.046134319,0,6,0,Oil_US,C&I,StraightLine,0,1,0,CB,6,0
396,1000000,1000000,7997.133024,0,11,0.57,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
397,1000000,1000000,7997.133024,0,11,0.33,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
398,1000000,1000000,7997.133024,0,11,0.51,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
399,1000000,1000000,7997.133024,0,11,0.50,20,0.046134319,0,6,0,Fin_US,C&I,StraightLine,0,1,0,CB,6,0
400,1000000,1000000,7997.133024,0,11,0.70,20,0.046134319,0,6,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,6,0
401,1000000,1000000,7997.133024,0,11,0.59,20,0.046134319,0,6,0,NCy_US,C&I,StraightLine,0,1,0,CB,6,0
